Dataset,Model,GUser,GItem,Type,User_EPS,Item_EPS,ndcg_ALL,ndcg_ACT,ndcg_INACT,Pre_ALL,Pre_ACT,Pre_INACT,Rec_ALL,Rec_ACT,Rec_INACT,Nov_ALL,Nov_ACT,Nov_INACT,Cov_ALL,Cov_ACT,Cov_INACT,Active_GAP,Inactive_Gap,Short_Items,Long_Items,All_Items
Gowalla,PF,005%,020%,N,-,-,0.05921,0.06854,0.05873,0.05584,0.06964,0.05512,0.05677,0.02379,0.05849,4.05869,4.10811,4.05612,60.98,25.32,58.7,41.97,44.494,7927.0,3373.0,11300==11300.0
Gowalla,PF,005%,020%,C,0.0000000,-,0.08083,0.02164,0.08392,0.07469,0.025,0.07728,0.077,0.00762,0.08062,4.11882,4.03549,4.12317,62.74,24.22,60.89,54.966,38.502,7762.0,3538.0,11300==11300.0
Gowalla,PF,005%,020%,C,206.9166667,-,0.0788,0.03412,0.08113,0.0732,0.03571,0.07515,0.07563,0.01092,0.079,4.11246,4.0409,4.1162,62.41,24.47,60.64,54.369,39.141,7774.0,3526.0,11300==11300.0
Gowalla,PF,005%,020%,C,413.8333333,-,0.07849,0.04797,0.08008,0.07311,0.04821,0.07441,0.07545,0.01537,0.07858,4.10764,4.05022,4.11064,62.41,24.64,60.64,51.623,39.785,7799.166666666666,3500.833333333334,11300==11300.0
Gowalla,PF,005%,020%,C,620.7500000,-,0.07595,0.04831,0.07739,0.071,0.04821,0.07219,0.07357,0.01537,0.07661,4.10152,4.06961,4.10318,62.15,24.64,60.39,48.103,40.199,7817.0,3483.0,11300==11300.0
Gowalla,PF,005%,020%,C,827.6666667,-,0.07437,0.05419,0.07542,0.06982,0.05179,0.07076,0.07255,0.01619,0.07549,4.09489,4.07645,4.09585,61.98,24.64,60.13,47.964,41.04,7820.0,3480.0,11300==11300.0
Gowalla,PF,005%,020%,C,1034.5833333,-,0.07201,0.05689,0.0728,0.06779,0.05536,0.06844,0.07056,0.0174,0.07333,4.0887,4.07634,4.08934,61.82,24.64,59.97,46.802,41.711,7843.0,3457.0,11300==11300.0
Gowalla,PF,005%,020%,C,1241.5000000,-,0.0699,0.05889,0.07047,0.06595,0.05893,0.06631,0.0689,0.01935,0.07149,4.08236,4.08223,4.08236,61.65,24.89,59.8,45.101,42.359,7868.0,3432.0,11300==11300.0
Gowalla,PF,005%,020%,C,1448.4166667,-,0.06778,0.06018,0.06818,0.06399,0.06071,0.06416,0.06702,0.02034,0.06945,4.07637,4.08651,4.07584,61.56,24.89,59.55,44.803,42.978,7889.5833333333285,3410.416666666672,11300==11300.0
Gowalla,PF,005%,020%,C,1655.3333333,-,0.06624,0.06173,0.06648,0.06212,0.0625,0.0621,0.06517,0.02092,0.06748,4.07034,4.08175,4.06975,61.4,25.06,59.21,45.04,43.318,7916.0,3384.0,11300==11300.0
Gowalla,PF,005%,020%,C,1862.2500000,-,0.06488,0.06487,0.06488,0.06115,0.06607,0.06089,0.06396,0.02202,0.06615,4.0672,4.09043,4.06599,61.4,25.32,59.29,43.961,43.774,7908.250000000007,3391.7499999999927,11300==11300.0
Gowalla,PF,005%,020%,C,2069.1666667,-,0.06271,0.06601,0.06254,0.0593,0.06786,0.05886,0.06169,0.02241,0.06374,4.06254,4.08685,4.06127,61.14,25.23,58.96,44.264,44.507,7927.833333333323,3372.166666666677,11300==11300.0
Gowalla,PF,005%,020%,C,2276.0833333,-,0.06057,0.06715,0.06023,0.05726,0.06964,0.05661,0.05888,0.02379,0.06071,4.06181,4.09942,4.05984,61.14,25.23,58.96,42.348,44.207,7930.0,3370.0,11300==11300.0
Gowalla,PF,005%,020%,C,2483.0000000,-,0.05921,0.06854,0.05873,0.05584,0.06964,0.05512,0.05677,0.02379,0.05849,4.05869,4.10811,4.05612,60.98,25.32,58.7,41.97,44.494,7927.0,3373.0,11300==11300.0
