Dataset,Model,GUser,GItem,Type,User_EPS,Item_EPS,ndcg_ALL,ndcg_ACT,ndcg_INACT,Pre_ALL,Pre_ACT,Pre_INACT,Rec_ALL,Rec_ACT,Rec_INACT,Nov_ALL,Nov_ACT,Nov_INACT,Cov_ALL,Cov_ACT,Cov_INACT,Active_GAP,Inactive_Gap,Short_Items,Long_Items,All_Items
Foursquare,VAECF,2%,020%,N,-,-,0.03974,0.04783,0.03771,0.03391,0.04194,0.03191,0.0662,0.05987,0.06779,4.38942,4.24662,4.42517,26.01,19.78,24.85,111.507,95.101,13927.0,1753.0,15680==15680.0
Foursquare,VAECF,2%,020%,C,0.0000000,-,0.03915,0.04122,0.03864,0.03359,0.03613,0.03296,0.0665,0.05144,0.07027,4.39104,4.21147,4.436,25.8,20.05,24.44,119.795,92.074,13920.0,1760.0,15680==15680.0
Foursquare,VAECF,2%,020%,C,63.6666667,-,0.03925,0.04176,0.03862,0.0336,0.03645,0.03288,0.06652,0.05208,0.07013,4.39067,4.21282,4.43521,25.87,20.12,24.44,119.397,92.19,13922.0,1758.0,15680==15680.0
Foursquare,VAECF,2%,020%,C,127.3333333,-,0.03914,0.04181,0.03847,0.03353,0.03645,0.03279,0.06639,0.05208,0.06997,4.39108,4.21524,4.43511,25.94,20.19,24.5,118.389,92.358,13926.0,1754.0,15680==15680.0
Foursquare,VAECF,2%,020%,C,191.0000000,-,0.03898,0.04182,0.03827,0.03353,0.03645,0.03279,0.06639,0.05208,0.06997,4.39049,4.21657,4.43405,25.94,20.19,24.5,118.189,92.606,13928.0,1752.0,15680==15680.0
Foursquare,VAECF,2%,020%,C,254.6666667,-,0.03905,0.04257,0.03817,0.03359,0.0371,0.03271,0.0664,0.05255,0.06987,4.39057,4.22107,4.43301,25.94,20.19,24.5,117.119,92.934,13927.0,1753.0,15680==15680.0
Foursquare,VAECF,2%,020%,C,318.3333333,-,0.03906,0.04252,0.0382,0.03359,0.03742,0.03263,0.06662,0.05416,0.06974,4.39048,4.22703,4.4314,26.01,20.12,24.64,115.741,93.449,13924.0,1756.0,15680==15680.0
Foursquare,VAECF,2%,020%,C,382.0000000,-,0.03909,0.04324,0.03805,0.03372,0.03806,0.03263,0.0669,0.05559,0.06974,4.39048,4.23174,4.43022,26.15,20.12,24.71,115.37,93.659,13925.0,1755.0,15680==15680.0
Foursquare,VAECF,2%,020%,C,445.6666667,-,0.03911,0.0435,0.03801,0.03373,0.03839,0.03256,0.06681,0.05591,0.06953,4.39044,4.23218,4.43007,26.01,19.99,24.71,114.736,93.739,13929.0,1751.0,15680==15680.0
Foursquare,VAECF,2%,020%,C,509.3333333,-,0.03925,0.04446,0.03794,0.03385,0.03968,0.03239,0.06686,0.05708,0.0693,4.38954,4.23328,4.42866,26.01,20.05,24.64,114.214,94.078,13934.0,1746.0,15680==15680.0
Foursquare,VAECF,2%,020%,C,573.0000000,-,0.03944,0.04509,0.03803,0.03385,0.04,0.03231,0.06679,0.05728,0.06917,4.38848,4.23607,4.42665,26.01,19.92,24.71,113.465,94.47,13938.0,1742.0,15680==15680.0
Foursquare,VAECF,2%,020%,C,636.6666667,-,0.0395,0.04606,0.03786,0.03379,0.04032,0.03215,0.06674,0.05793,0.06895,4.38873,4.24253,4.42534,26.08,19.85,24.85,112.378,94.793,13934.0,1746.0,15680==15680.0
Foursquare,VAECF,2%,020%,C,700.3333333,-,0.03963,0.04657,0.0379,0.03385,0.04097,0.03207,0.06687,0.0589,0.06887,4.38905,4.24517,4.42508,26.08,19.85,24.85,111.867,95.068,13930.0,1750.0,15680==15680.0
Foursquare,VAECF,2%,020%,C,764.0000000,-,0.03974,0.04783,0.03771,0.03391,0.04194,0.03191,0.0662,0.05987,0.06779,4.38942,4.24662,4.42517,26.01,19.78,24.85,111.507,95.101,13927.0,1753.0,15680==15680.0
